grade,token_count,row
0.9697595350452777,26455,103
1.0,17882,108
1.0,25757,100
1.0,30419,109
0.6722441058316616,29678,111
0.9995784740595139,19809,105
0.9991416309012875,25636,107
0.9998561358077974,19162,102
1.0,16043,106
0.030812330896656272,26843,101
0.6784328451620979,20114,113
1.0,20454,116
1.0,26808,120
0.9913595882581255,26822,121
0.9931153184165232,28985,115
0.6847491439381908,22266,119
0.6716759708026084,18230,112
1.0,26253,118
0.9962007598480304,17549,117
1.0,29503,122
1.0,29980,123
0.6982629529799341,20924,114
0.9974424552429667,31843,127
0.6705369125874596,23330,124
1.0,28532,131
1.0,18472,126
0.9994877049180327,16165,125
1.0,29121,128
1.0,19604,129
0.35641853033157384,28252,130
1.0,27937,135
0.43387294939757465,27469,133
1.0,20301,134
1.0,25176,137
0.6779937833438043,30291,136
0.9950147292091547,20374,132
0.6875424608081411,18598,141
0.39819296547273314,29296,140
0.3631222345602112,23547,138
0.9996222937066862,25879,144
0.6737080265989813,29897,142
0.37577022169353613,20024,139
0.7223396758280479,30950,145
0.9990791896869244,22477,148
0.9993416721527321,17898,149
0.9940944881889764,21119,146
1.0,23628,150
0.04145014397920611,25872,147
0.05551452184611803,25454,143
0.4089096897209222,27786,154
0.9884749396944518,27929,152
0.15010570824524314,25953,160
1.0,16769,157
0.6666666666666666,22361,110
0.6771121351766514,29191,158
0.6499063379680968,30219,104
0.04978839930296241,28404,151
0.6833130389901935,30934,153
0.6737165273750639,23740,159
0.6949374347562624,24563,156
0.9251908396946565,23076,164
0.7710486372910083,23387,163
0.9995669745778017,20487,161
1.0,15788,170
0.3611086501784176,29255,162
0.9996805622105095,21822,169
0.3788030637200382,16866,166
0.3504626895058082,30290,155
0.6754584792911601,29549,165
0.6785256410256411,30146,167
1.0,20092,172
0.9994292237442922,17756,173
0.9996167113836719,20013,171
1.0,28576,175
0.9989082969432315,18177,168
0.4251099662569294,19119,179
0.9888414693995538,24189,174
1.0,31526,182
0.9993633469758981,27672,181
0.7314823288341711,24217,177
1.0,25118,186
0.6855824682814302,29118,187
1.0,21891,183
0.6799242424242423,29776,178
0.9625146012530529,23603,180
0.9917574550384196,20450,185
0.9997671440214227,24566,188
1.0,16311,190
0.4804715549969863,21542,191
0.9995313964386129,18345,189
0.9022704160007383,28930,192
1.0,26516,193
0.4124505517384968,28525,184
0.9983969256362348,29979,195
1.0,44802,303
0.9993164730006835,28593,199
0.6666666666666666,30805,196
0.6868643326871174,60245,301
0.672979599771395,36352,302
1.0,17425,198
0.36366913962647485,23705,194
0.36042707399049667,28342,197
0.9986962190352021,51735,300
0.06429984817490093,53507,307
1.0,50214,309
0.057258825605119225,47310,305
0.7723950395936052,52152,312
0.04146249528835281,38824,310
0.06147351563012892,59561,311
0.03324639168899129,47402,304
0.9979183620743951,47186,316
0.15514848200253076,44463,313
1.0,32819,315
0.3324742268041237,28236,176
0.6760629551327226,41873,319
0.3748658541537355,40259,320
0.7249459258874983,39654,318
0.05245868278586563,57499,314
0.686416998676593,52676,321
0.9949727691663176,55550,325
1.0,46496,326
0.9959448499594484,63271,327
0.6923245960419563,35028,317
0.3564738292011019,55101,322
0.9896492236917768,62530,328
1.0,43969,331
1.0,44288,329
0.7035175083495001,51376,324
0.986854064345262,59552,332
0.9990186457311089,39204,334
1.0,37658,323
0.061888816535715846,46105,330
0.1284763113598181,34794,337
0.039412997903563944,35794,339
0.986393442403983,45818,341
0.9989567031820553,54987,340
1.0,34900,344
1.0,36605,343
0.037370477322914895,49385,342
0.5687910331080814,52261,333
0.6633141762452107,37221,306
0.6658742736397253,55167,308
0.9940142533644178,56754,347
1.0,49558,346
0.04037558685446009,32396,349
0.36310820624546114,31856,338
0.06544744541088109,55254,350
0.6844556869460751,39556,353
0.6901062959934587,40417,348
0.6574333196090842,43216,351
0.015062761506276149,48140,356
0.9988339892144001,51100,359
0.9992769342010123,56296,352
0.1343381380791393,49281,361
0.4577950454255015,40398,357
0.6690144117621971,46082,354
0.6794982265529739,57061,358
0.3436221406629018,46598,362
1.0,47058,367
0.6788890004907827,45668,360
0.6756100165821671,55389,363
1.0,43123,365
0.33323566729977977,55142,335
0.07541825208748236,61459,366
0.9926473152131828,47780,368
0.08562409155740054,57126,369
0.43867744732848496,42553,364
0.3769363476128835,63180,355
0.7102556268459109,37112,373
0.6666666666666666,63408,336
0.6846952772878699,34556,371
0.9797979797979798,58677,376
0.19297026771790918,61465,377
0.3677314945116803,35680,370
1.0,51142,380
0.6730143003666905,51742,375
0.3333333333333333,57755,345
0.35247800010043734,50368,383
0.719879744456971,33820,374
0.9969985421490438,55962,379
1.0,52803,382
0.3425970808423547,46291,384
1.0,41585,386
1.0,37785,385
0.018018018018018018,56979,388
1.0,39918,381
0.991292899191086,45990,378
0.6888724401677769,43502,392
0.3543146036046478,59508,389
0.9958847736625515,39765,396
0.9967855994856959,52854,391
0.9984119623425304,58456,390
0.05355079934058602,63085,387
0.9953148373764323,39415,395
1.0,52897,394
1.0,6486,401
1.0,6001,404
1.0,5779,402
0.9995787700084247,33781,398
1.0,4246,405
1.0,3824,403
0.9945609945609947,40275,397
1.0,5540,400
1.0,4730,406
0.997061131428619,4330,407
1.0,6898,408
1.0,5530,409
0.9986434205213724,6892,410
1.0,6695,418
0.99959250203749,7158,411
0.9996263544534734,31987,393
0.9839902350129798,3831,415
1.0,5606,413
1.0,7229,417
1.0,4338,416
0.9989165763813651,4035,420
1.0,7243,414
0.9588033349681216,4899,412
0.9963193613431546,62244,399
0.9966442953020134,7297,423
1.0,4913,425
1.0,6381,428
0.4057538784490243,5071,419
1.0,7073,426
0.9981785063752276,3701,421
0.9997586290127926,5018,422
0.999375195251484,6359,427
0.941952506596306,5289,432
0.9961406990847944,3806,429
0.9993602047344851,5716,431
0.3668531382078643,53211,372
0.999440715883669,6205,430
0.6815419501133787,4096,424
1.0,4575,439
1.0,6313,433
1.0,5475,435
1.0,7606,444
0.9982646420824294,5591,434
1.0,5328,437
0.9937611408199644,4912,442
0.9988962472406181,5341,443
1.0,3782,441
1.0,5470,436
1.0,6147,440
0.9996592379993497,7117,438
1.0,6139,446
