grade,token_count
0.9778812572759022,26455
1.0,25757
1.0,19162
1.0,30219
0.08841732979664015,17882
0.031746031746031744,16043
0.9995787700084247,19809
0.044641061733360146,26843
1.0,22361
1.0,25636
1.0,30419
0.9992721979621543,18230
0.02390591864276075,29678
1.0,20454
0.06299874002519949,20924
0.03475810239549084,20114
1.0,28985
0.9962007598480304,17549
1.0,26253
1.0,26808
0.04361567635903919,26822
1.0,22266
1.0,29980
0.19705882352941176,23330
1.0,31843
0.16012269938650306,16165
1.0,29503
1.0,18472
1.0,28532
1.0,29121
1.0,28252
1.0,19604
0.031659056316590564,27469
1.0,20301
0.07601935038009675,27937
0.06509274873524452,20374
0.18929656461790137,25176
0.0842754367934224,29296
1.0,30291
0.06676223633012493,20024
0.03997312730937185,23547
0.11930926216640503,30950
0.06382978723404255,18598
1.0,25879
0.05537098560354374,25454
1.0,21119
0.02214751829147716,29897
0.02989010989010989,22477
0.9993416721527321,17898
0.04978839930296241,28404
0.9855072463768116,25872
0.03502008032128514,23628
1.0,27929
1.0,30290
1.0,30934
0.11336453458138325,27786
0.9982253771073647,24563
0.03133640552995392,29191
0.9997728821258233,16769
0.14527503526093088,25953
0.02114958212519188,23740
0.33429394812680113,23387
1.0,20487
0.04237726098191214,29255
0.03616636528028933,23076
0.035576923076923075,30146
0.9989082969432315,18177
1.0,16866
0.06676631788739412,21822
1.0,29549
0.20268514508445215,20013
1.0,15788
1.0,20092
0.9994292237442922,17756
1.0,28576
0.9974226804123711,28236
0.09649543927028324,24189
0.20379355977062197,24217
0.017578125,29776
0.18780620577027762,27672
0.15328994938539406,19119
1.0,28525
0.9936162223056703,31526
0.0354251012145749,20450
1.0,23603
0.025281991443018282,21891
1.0,25118
0.9998165474224913,29118
0.9995313964386129,18345
0.016440451156566623,24566
1.0,16311
1.0,21542
0.9033902625541678,28930
1.0,26516
1.0,23705
1.0,30805
0.997907949790795,29979
0.06133333333333333,51735
1.0,28342
0.049748462828395755,17425
0.9993164730006835,28593
0.0627027027027027,60245
1.0,44802
