grade,token_count,row
0.04158989207686233,163915,72
0.066543438077634,153880,33
0.021870286576168928,163011,15
0.2019285309132161,145077,76
0.9562043795620438,130859,75
0.9996555287633483,136442,78
0.010450685826257348,160903,7
0.997946611909651,136568,20
0.04121376811594203,131162,73
0.042232277526395176,146252,0
0.03173164097914778,135351,1
0.035753575357535754,165701,61
0.0,148773,44
0.9330296127562643,152301,80
0.05413105413105413,140599,67
0.13010480664980123,130944,35
0.041352149655398754,149655,28
0.024019515856633516,163160,65
0.06337087230387478,140751,90
0.013802950975725845,161247,63
0.014896119168953352,148878,25
0.043430090848659425,159423,51
0.12305753884922302,168877,22
0.036907264657790234,155678,31
0.04726810673443456,140596,23
0.0535475234270415,26455,103
0.0754507628294036,139413,53
0.044641061733360146,26843,101
0.037448800468110006,168459,96
0.02801600914808462,142294,94
0.076993583868011,20454,116
1.0,17882,108
0.9983484723369116,29678,111
1.0,22361,110
0.04237824161922834,26822,121
0.054563997960224375,25636,107
0.022353437368199072,168246,36
0.13807245386192754,29980,123
0.04154549231408392,28985,115
0.029567053854276663,143742,50
0.9991964644435516,17549,117
0.2754237288135593,31843,127
0.1775843307943417,19809,105
0.17435897435897435,28532,131
0.024390243902439025,16043,106
0.19705882352941176,23330,124
1.0,16165,125
0.04950660645592909,29503,122
0.03302456705598067,18472,126
0.029547553093259463,27469,133
0.09728944820909971,29296,140
1.0,20301,134
0.07601935038009675,27937,135
0.02201690583841164,29897,142
0.052675169786317706,29121,128
1.0,25757,100
1.0,19162,102
1.0,25176,137
1.0,30291,136
0.045958009588361715,138656,98
1.0,30950,145
0.06382978723404255,18598,141
0.0,145176,93
0.07651380795540917,25454,143
0.9846990819449167,20374,132
0.999117387466902,22266,119
0.10139968895800933,21119,146
0.03881987577639751,27786,154
1.0,26808,120
0.9756744803184432,165501,91
1.0,26253,118
0.05504942818375654,25872,147
0.026929982046678635,22477,148
0.9990880072959416,30934,153
0.03502008032128514,23628,150
0.06638159234371818,20024,139
0.03497164461247637,29191,158
0.04025944978751957,16769,157
0.04684684684684685,25476,160
1.0,23907,138
0.9942028985507246,18230,112
0.0,27929,152
0.17142857142857143,17898,149
0.9993510707332901,20487,161
0.0,24563,156
0.08945228414254963,20092,172
1.0,23740,159
0.2027729636048527,20013,171
0.03237555645487657,15788,170
0.9936788874841972,16866,166
0.017578125,29776,178
0.0,151966,41
0.058969276511397425,29549,165
0.09639564124056998,20924,114
0.10309278350515463,31526,182
0.9720588235294118,29255,162
1.0,30290,155
0.07209117413199045,25118,186
1.0,28525,184
0.015,21891,183
0.03345724907063197,23076,164
0.1469090909090909,19119,179
0.998756734355574,28252,130
0.976629766297663,20450,185
1.0,24189,174
0.9982547993019197,24566,188
0.06394009216589862,21542,191
0.9033902625541678,28930,192
0.9979269653962686,23603,180
0.09252669039145907,28236,176
1.0,28404,151
0.97,17756,173
0.057663125948406675,26516,193
1.0,30805,196
0.1575178997613365,28903,175
0.21336254107338445,24217,177
0.9742152466367713,18177,168
0.09995002498750624,28651,199
0.0,30219,104
1.0,37221,306
1.0,17157,198
0.9788519637462235,23387,163
0.08938887199756765,53507,307
0.011278195488721804,44802,303
0.0,20114,113
0.9401238816242258,51735,300
0.041532943175382295,38824,310
1.0,28342,197
1.0,29118,187
1.0,30146,167
0.034136974610625134,29979,195
0.9950535861500412,19604,129
0.9723731884057971,36352,302
