grade,token_count,row
0.0,135351,1
0.0,153880,33
0.014896119168953352,148878,25
0.0,155678,31
0.0,149655,28
0.04108858057630736,168246,36
0.10826998387468326,130944,35
0.07328891580860085,160903,7
0.0,173080,16
0.0,175484,34
0.0,163011,15
0.0,187835,13
0.037462537462537464,143742,50
0.0717065036131184,139413,53
0.0,146252,0
0.029282576866764276,136568,20
0.0,171274,29
0.03666361136571952,140596,23
0.0,173308,9
0.03659611992945326,179923,17
0.0,159423,51
1.0,151966,41
0.0,185831,56
0.0,188371,52
0.05413105413105413,140599,67
0.02264848624913335,161247,63
1.0,170594,57
0.05493193217100549,198037,47
0.039473684210526314,131162,73
0.14373187238156623,130859,75
0.016454749439042633,163160,65
0.9878914405010438,165701,61
0.05907553551296505,163915,72
0.9743110695936479,152301,80
0.0,178648,81
0.024724744060266562,170587,71
0.06687349189934505,136442,78
0.1190075693860387,168877,22
0.0,201414,38
0.2019285309132161,145077,76
0.0,179171,84
0.029567854435178165,178732,74
0.04018234003039001,195109,64
1.0,25757,100
0.9957178273608294,145176,93
0.08290369148277996,196305,5
1.0,138656,98
0.9535160905840286,26455,103
0.0,174356,55
0.04011461318051576,168459,96
1.0,165501,91
0.03859060402684564,142294,94
0.06628571428571428,140751,90
1.0,17882,108
0.044641061733360146,26843,101
1.0,19162,102
0.07380520266182698,186759,8
0.0,181112,97
0.02197802197802198,181578,11
1.0,22361,110
0.031746031746031744,16043,106
1.0,30419,109
1.0,30219,104
1.0,20454,116
1.0,18230,112
1.0,19809,105
1.0,28985,115
0.119084647856032,171612,79
0.13807245386192754,29980,123
0.10543933054393305,148773,44
0.9948979591836735,31843,127
0.04237824161922834,26822,121
0.19705882352941176,23330,124
1.0,25636,107
0.99499899979996,17549,117
0.20100502512562815,28532,131
1.0,16165,125
1.0,29678,111
1.0,29121,128
1.0,29503,122
1.0,22266,119
1.0,18472,126
0.9976833976833976,27937,135
0.03665180782565627,181197,86
1.0,20114,113
0.1499846954392409,27469,133
0.036605657237936774,193038,89
0.0387409200968523,183318,85
0.9997930035189402,28252,130
1.0,20301,134
1.0,25176,137
1.0,26808,120
1.0,29897,142
0.09728944820909971,29296,140
0.034405078844972355,30291,136
1.0,20024,139
0.11930926216640503,30950,145
0.9846990819449167,20374,132
1.0,23907,138
0.06532663316582915,18598,141
1.0,25454,143
1.0,25879,144
0.9993412384716732,17898,149
1.0,19604,129
1.0,26253,118
1.0,30290,155
1.0,27786,154
0.9970326409495549,23387,163
0.05571293673276676,29191,158
1.0,29255,162
0.03502008032128514,23628,150
0.04684684684684685,25476,160
0.02114958212519188,23740,159
1.0,21119,146
1.0,18177,168
1.0,25872,147
1.0,20092,172
1.0,20487,161
0.2045060658578856,20013,171
0.06613226452905811,16866,166
1.0,24563,156
1.0,16769,157
1.0,21822,169
1.0,24189,174
1.0,29549,165
0.03237555645487657,15788,170
1.0,28903,175
1.0,17756,173
0.02694207453973956,22477,148
0.06375321336760925,30146,167
0.03345724907063197,23076,164
1.0,28525,184
1.0,29776,178
0.9701704545454546,19119,179
0.03546099290780142,20450,185
1.0,21891,183
1.0,23705,194
1.0,30805,196
1.0,24566,188
1.0,29118,187
0.07209117413199045,25118,186
0.057663125948406675,26516,193
1.0,18345,189
0.09995002498750624,28651,199
0.2030245089518512,28342,197
1.0,24217,177
0.12756909992912827,60544,301
0.6903270702853166,51735,300
1.0,17157,198
1.0,44802,303
1.0,28404,151
0.044170030871526954,36352,302
0.202991452991453,50214,309
1.0,47402,304
0.9823659074210139,37221,306
0.04146249528835281,38824,310
1.0,16311,190
0.08938887199756765,53507,307
1.0,20924,114
0.1510115606936416,44715,313
1.0,59561,311
0.039661708953047534,32819,315
0.061394891944990176,47186,316
0.11437074829931973,52676,321
0.062178702570379434,40259,320
0.028188865398167725,41873,319
